Position,Company_Name,Location,Post_Month,Post_Year,Details
FullStack R&D Engineer Java Web Team Lead,ARTEMIS SOURCING,"Tunis, Tunisia",May,2022,"Company

As a regional reference of IoT solutions, our client promises customers cutting-edge diversified solutions that will give them the essential insight to run exceptionally efficient operations. A national leading IoT-based solutions provider, which platforms, services and products will grant enterprises the necessary insight to maximize efficiency and reinforce scalability

1. Mission :

As a confirmed Fullstack R&D Engineer, you strengthen the engineering team which builds interfaces, data flows and architecture to offer customers the best user experience in the IoT world.

We are in charge of major customer projects in the field of structural intelligence (Smart Cities, Smart Building, Smart Irrigation, etc.).

We are also the publisher of our own IoT platform which allows the acceleration of the integration of objects with third-party systems and the analysis of recovered data.

Each member of our team designs, develops, tests, deploys and improves software.

This position works closely with the various product stakeholders: development, product management, support and quality.

a. As a Leader you’ll be :

Managing the day-to-day activities of the team.
Motivating the team to achieve organizational goals.
Developing and implementing a timeline to achieve targets.
Delegating tasks to team members.
Conducting training of team members to maximize their potential.
Empowering team members with skills to improve their confidence, product knowledge, and communication skills.
Conducting quarterly performance reviews.
Contributing to the growth of the company through a successful team.
Creating a pleasant working environment that inspires the team.
Coordinate with the project managers to followup your team performance indicator
You’ll be reporting to the general manager
Your time will be split 40/60 Leadership/Production
b. You will be taken to (as confirmed Full Stack R&D Engineer):

Analyze the functional and technical solution proposals, resulting from the initiation phase in collaboration with the PO and the expertise committee.
Contribute to the writing of functional and technical specifications
Write the technical deliverables following the recommendations of the Solution Architect.
Contribute to technical R&D, Maintenance (corrective and evolutionary) and functional projects
Ensuring qualification via unit tests (technical and functional), cross-testing and non-regression testing of the components developed.
Contribute in project Scrum ceremonies (Demo, Daily meeting, Sprint Planning…).
Contribute to the task estimation and project planning update
Provide regular reporting to the Project Manager and Team Leader
Respect the production quality process and be a source of proposals for its continuous improvement
Provide support for production release, hot fixes on production environments and contribute to Level 3 Support actions
Ensure customer deliveries and respond to their requests for support when needed.
Contribute to the integration phases in the DevOps environment (Continuous integration, automatic deployment) and delivery.
2. Job requirements

You have at least 4 years of experience in a similar position within a project management mission or Team Leader
You are trained as an engineer and you have customer sensitivity (external and internal) and understand functional and business issues
Very solid knowledge in Java 11 and also in Spring Boot.
You have experience with Front End technologies: JavaScript, Html5, CSS3, Angular11 and the Spring Framework
Knowledge of relational databases (PostgreSql, MySql, etc.)
You have good communication skills both written and spoken in English
You prefer to work in a team"
Business Development Associate Arabic-speaking (Global - Remote),Echobox,"Tunis, Tunis, Tunisia",April,2022,"This can be a fully remote role. The successful candidate must have the relevant native language abilities to interact with the MENA market. They can be based anywhere in the world but must have the right to live and work in their chosen location.

Key Responsibilities
Identifying and prioritising potential sales opportunities and key prospects within assigned territories
Supporting the sales team by initiating new client relationships and following up on new business leads
Conducting market research
Crafting clearly written business development proposals
Helping to maintain Echobox’s CRM software
About Echobox

We are a fast-growing, research-driven company building an artificial intelligence that helps online publishers overcome the challenges they face every day. Using novel machine learning techniques, we are revolutionising the publishing industry and have a track record of building things that others have ruled out as impossible. Leading names from around the world rely on our product every day, including The Guardian, Condé Nast, Le Monde, The Sydney Morning Herald and The South China Morning Post.

After the successful launch of our second product, we are preparing to launch more new products in the coming quarters, and are expanding our commercial team as we scale the company. We’ve doubled our headcount in the past 12 months and are looking to increase it by a further 100% in the next 12 months.

Do you think you have what it takes to be part of Echobox? We'd love to hear from you.

Required Skills And Experience
Excellent communication skills
An ability and desire to learn new skills quickly
Attention to detail
Fluent written and spoken English
Written and spoken Arabic to a native level
Preferred Skills
Familiarity with Salesforce
Passion for technology and startups
Interest in the publishing industry
Benefits

We pay competitive salaries to all employees. In addition, our global employees enjoy regular company-wide virtual activities, such as online poker evenings and fortnightly coffee catch-ups, for our team to get to know each other outside of work. Professionally, we host in-house conferences and an annual summer camp for all our global employees who are flown to and hosted in London. We ensure that all our employees also get local benefit contributions, the latest tech and a generous annual leave allowance."
Freelance Blockchain Developer,Toptal,"Tunis, Tunis, Tunisia",May,2022,"About The Job

Toptal freelancers work with speed and efficiency to deliver the highest quality of work. We are looking for someone who is passionate about generating impact, and ready to work on challenging projects with the world’s top companies, with great rates and zero hassles. If you are looking for a place to advance your career, enhance your skill set, and build connections around the globe, Toptal is right for you.

About Toptal

Toptal is one of the fastest-growing fully remote networks and empowers freelance software developers, designers, finance experts, product managers, and project managers worldwide to grow and excel in their freelance careers.

Toptal clients vary in sizes and industries, from enterprise organizations and big tech companies to Silicon Valley startups and renowned universities. Once you enter the network, our matchers will contact you with project opportunities that fit your expertise and preferences. We have experts in over 120 countries who get to work remotely on projects that meet their career ambitions.

About The Role

We are looking for a freelance Blockchain developer (independent contractor) who will help us advance exciting projects with some of the world’s top companies. The ideal developer has strong experience developing and implementing Blockchain platforms or services. By joining Toptal, you will have the opportunity to choose from great projects that vary from creating and developing smart contracts to developing decentralized applications (DApps) within Hyperledger and more.

Requirements
3+ years of professional experience in software development
Experience with Smart Contracts, Hyperledger and/or Web3 is a strong advantage
Experience with creating non-fungible tokens is a plus
Project management skills
Experience with system architecture or leading a software team is a strong advantage
Full-time availability is a strong advantage
If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.

#RemoteJobBlockchain"
HEOR Senior Statistician (Senior Analyst),Creativ-Ceutical,"Tunis, Tunisia",April,2022,"About Company

Creativ-Ceutical is an international consulting firm dedicated to supporting the life science industry and health authorities in strategic decision making. We provide professional market access, pricing, health economics, and outcomes research services that combine strong technical know-how with real strategic expertise. From our start in 2008, we have grown to over 150 employees, located in 11 countries across 4 continents. For more information, please visit our website: www.creativ-ceutical.com or join our LinkedIn profile.

Job Summary

You will be part of the Health Economics and Outcomes Research (HEOR) department. As a Senior Statistician, you will conduct some analyses on your own, and you will also supervise the statistical analyses performed by analysts and conduct the quality control of programs. You may also lead the development of macros used across multiple projects.

This Includes

You will be involved in analyses required in the context of real-world evidence generation, HEOR studies and Health Technology Assessment (HTA).
analyses of electronic medical records and health insurance data,
meta-analyses (from simple to advanced forms),
analyses of clinical trial data (patient-level),
analyses of quality of life and other patient-reported outcomes,
psychometric validation of patient-reported outcomes,
analyses of patient preference data (e.g. discrete choice experiments).
Main Responsibilities
Contribute to the development of study design and protocol.
Lead the development of statistical analysis plans (SAPs).
Lead statistical programming (in SAS or R) and analyses.
Lead the development of macros.
Manage the QC of statistical programs.
Interpret results.
Write or review reports, summaries and other project deliverables.
Prepare and deliver presentations to clients.
Possible line management of analysts.
Contribute to the internal training program and improvement of working tools and procedures.
Participate in methodological research projects and author scientific publications.
Requirements

Post-graduate degree (Engineer, MSc or PhD) in statistics / biostatistics / epidemiology.
3 years of experience as a statistician in health sector (a candidate with longer experience in other sectors may be suitable).
Extensive experience with SAS® and/or R.
Strong analytic capabilities and quantitative skills.
Experience of analyzing medical data, including clinical trial data, health insurance claims and/or electronic medical records.
Proficiency in using Microsoft Word, Excel and Power Point.
Team-oriented mind-set.
Good communication skills, in English.
Good interpersonal skills.
WE OFFER
Participation in challenging international projects for countries around the globe.
Competitive salary based on experience, skills and the value you contribute to the company.
Great working atmosphere with balanced support and demand.
Individualized career path in a well-established and international company.
Diverse training and personal development opportunities."
Business Development Representative,SESAMm,"Tunis, Tunis, Tunisia",April,2022,"SESAMm extracts behavioral insights from millions of unstructured text data sources across the public internet in over 100 languages. This operation helps clients distill valuable intelligence on businesses and their customers to make investment decisions and manage risk.

We work with many well-known, worldwide firms in private equity, investment banking, insurance, and asset management. We apply natural-language processing and artificial-intelligence algorithms to track a firm's e-reputation, competitive positioning, sentiment analysis, risk, and ESG factors.

SESAMm is growing quickly, with over 90 team members around the globe with offices in Paris, New York, London, Metz, Tunis, and Tokyo.

Key technologies include alternative data, natural language processing, machine learning, and quantitative analysis.

Join SESAMm, an innovative fintech with very strong growth !

Why are we looking for a Business Development Representative ?

Looking for a new challenge?

Do you dream of joining a growing company, proposing new ideas, implementing new tools and changing processes?

At SESAMm, everyone brings their creativity, ideas and skills. We are experts, but also beginners in spirit. We value closeness, support and teamwork.

We learn every day from the experience of this great team and we constantly take up new challenges. We are proud of the work accomplished and participate in the success of this great adventure !

As a part of the International Sales Team, you will assist the Sales Managers with the main goal of bringing new sales leads and helping to optimize the sales process and manage the pipeline of prospects. You will learn to promote advanced analytics and data solutions to high-level individuals (C-levels, heads of data science, CIOs, heads of Innovation etc.) in quantitative and fundamental asset management companies. Some occasional travelling can be expected.

What you will do:
CRM Management: Research prospects, qualify them and help bring new leads by identifying opportunities. Continually find ways to improve pipeline management and the sales process;
Pool Management: Be responsible for our pool of cold and warm leads. Manage prospects independently and conduct outreach campaigns to generate meetings through emailing and calls;
Marketing and Research: Occasionally assist the Marketing team update Sales & Marketing documents or conduct Market research studies for our Sales Strategy Research;
Assist the Sales Team in daily tasks: participate in business meetings and calls, help prepare meetings and assist in the negotiation and contractual phases, keep track of sales KPIs;
Liaise with clients and partners, help organize events and negotiate with providers;
Participate in conferences, networking events and meetings;
Work closely with other teams at SESAMm, including engineers (big data experts, researchers, quantitative analysts, data scientists);

The duties and responsibilities in this job description may evolve with business needs.

What do we expect from you ?

Your educational background:
Master's degree in market finance or similar degree from Business/Engineering School

Your Professional background:
Knowledge in financial markets and strong appetite for Data Science and AI technologies;
Initial experience in sales of financial software tools or in sales in market finance (funds or financial products) preferred;
Creative personality and problem-solving attitude with a strong autonomy;
Excellent verbal and written communication skills in English. French or other language a plus;
Self-motivated and ambitious, you are ready to go the extra mile to make a difference;
Word, Excel, PowerPoint and other relevant skills;
Prior experience of using a CRM tool preferred.
Any (light) programming experience is appreciated.

What we offer at SESAMm

Package: We offer attractive packages with various advantages.

Flexibility: Our teams are allowed to telework.

Career: Deciding to join SESAMm, means having prospects for growth, seeing the real impact of your daily work, and contributing to the evolution of a fast growing start-up.

Professional evolution: We consider training as a key, both internally with our Learn & Show (workshops led by colleagues for knowledge sharing) or externally via third party organizations or platforms.

Transparency: You will always be apprised of the company's continuing evolution with regular informative meetings as an essential element of transparency : ""Ask Me Anything"", once a month informative and interactive meeting, strategic meetings…

Well-being: At the heart of our concerns are well-being at work, a corporate culture with strong values, and work/life balance.

In summary, SESAMm has a strong team spirit, communication facilitated by a horizontal hierarchy and a rich culture of diversity.

Working conditions
Location: Tunis
Type of contract: Full time
Duration: Permanent
Start date: As soon as possible"
Marketing and Communication Intern (M/F),SESAMm,"Tunis, Tunis, Tunisia",March,2022,"Who are we ?

SESAMm is an innovative company specialized in Alternative Data and Artificial Intelligence solutions applied to asset management (www.sesamm.com).

Specialization: creation of innovative analytics and alternative data – we analyze in real time billions of messages, articles and posts from millions of data sources.

Team: More than 70 people, mainly engineers and researchers, with offices in Paris, New York, Tokyo, London, Tunis and Metz, along with international clients with large accounts, including asset managers, hedge funds and major banks in North America, Asia and Europe.

Key technologies: Natural Language Processing, Big Data, Machine Learning and Quantitative Analysis.

Join SESAMm, an innovative fintech with very strong growth !

Why are we now looking for a Marketing and Communication Intern?

Looking for a new challenge?

Do you dream of joining a growing company, proposing new ideas, implementing new tools and changing processes?

At SESAMm, everyone brings their creativity, ideas and skills. We are experts, but also beginners in spirit. We value closeness, support and teamwork.

We learn every day from the experience of this great team and we constantly take up new challenges. We are proud of the work accomplished and participate in the success of this great adventure !

In short, as our new Marketing and Communication Intern, as part of our international development, we are looking for an intern who will work with SESAMm's Marketing department. We offer an internship subject related to our lead generation process. This will involve tasks such as e-mailing campaigns or supporting the content marketing creation to craft digital campaigns and communication materials for the Sales department.

We are looking for people comfortable in an innovative work environment, curious and eager to tackle challenges thanks to their skills, motivation and involvement!

What you will do:

Depending on your skill sets and our opportunities, your will be able to:

1 / Support the Marketing Team in the development and launch of e-mailing campaigns from a lead generation and lead nurturing perspective.

2 / Make and implement effective inbound marketing campaigns (for our prospects and customers)

3 / Create, update, and/or improve sales and marketing materials into compelling and engaging documents and media; Examples: presentations, white paper, one-pager, brochures...

4 / Support the creation of content such as blog posts and PR, develop our social media audiences and improve SESAMm's brand exposure;

5 / Create Monthly/ weekly reports

6 / Analyze campaigns and define best practices

7 / Online presence Optimization (SEO / SEA / SMO)

The duties and responsibilities in this description may evolve with business needs.

Internship subjects:

The subject of the thesis is at your discretion. We offer you the following thesis topics if you are interested:

1- Title of internship 1 : How to integrate Inbound Marketing into your BtoB digital strategy in order to convert visitors into qualified leads to the Sales team.

2- Title of internship 2: Optimization of the conversion rate (SEO / SEA) on the website, and implementation of customer experience tools. ( The goal of the project will be to transform each visitor to the website into a potential customer. )

What do we expect from candidates?

Your Education:
You are a student ( bac +4/5 ) in Business School or equivalent university, with specialization and/or a first experience in Marketing and Communication, and are looking for a PFE internship.

Your Experience:
You ideally have a first experience in online marketing and lead generation.

Skills Requirements:
You are bilingual in English and French
You are organized, curious, and have strong interpersonal skills

We are looking for interns who fluently speak English and are comfortable with copywriting in English, since the content of our services and products is fully in English.

To carry out these missions, as a marketing and communication specialist, you will work in close collaboration with the marketing team members as well as teams from different geographies to optimize the success of the campaigns.

This position can lead to a full time position in our company.

What we offer at SESAMm

Incentives: We offer attractive packages and various benefits, such as restaurant vouchers or mutual insurance from the company.

Flexibility: remote work is promoted in our company, especially during the unique times we are living in. Beside this context, we allow up to three days a week of remote work.

Work environment: In our premises, conviviality at work is crucial - you will find drinks and treats (coffee, tea, drinks, snacks) and enjoy discussions with unique individuals in a rich and multicultural work environment.

Career: Deciding to join SESAMm means having career prospects, seeing the real impact of your day-to-day work and contributing to the development of a fast-growing start-up.

Skills development: We consider training to be essential, both internally with our Learn & Show (workshops led by colleagues for knowledge sharing) or externally via organizations or platforms.

Transparency: You will always be aware of the company's evolution, transparency is essential and regular information meetings: ""Ask Me Anything"" once a month (information meeting), strategic meetings...

Well-being: We have made well-being in the workplace and a corporate culture with strong values central to our concerns.

In short, SESAMm is a strong team spirit, communication facilitated by a flat hierarchy and a culture rich in diversity.

Working conditions
Location: Tunis Lac 1
Type of contract: 6-month internship
Working condition: Remote work is recommended, up to 3 days a week
Start date: As soon as possible"
Freelance Blockchain Developer,Toptal,"Sfax Governorate, Tunisia",May,2022,"About The Job

Toptal freelancers work with speed and efficiency to deliver the highest quality of work. We are looking for someone who is passionate about generating impact, and ready to work on challenging projects with the world’s top companies, with great rates and zero hassles. If you are looking for a place to advance your career, enhance your skill set, and build connections around the globe, Toptal is right for you.

About Toptal

Toptal is one of the fastest-growing fully remote networks and empowers freelance software developers, designers, finance experts, product managers, and project managers worldwide to grow and excel in their freelance careers.

Toptal clients vary in sizes and industries, from enterprise organizations and big tech companies to Silicon Valley startups and renowned universities. Once you enter the network, our matchers will contact you with project opportunities that fit your expertise and preferences. We have experts in over 120 countries who get to work remotely on projects that meet their career ambitions.

About The Role

We are looking for a freelance Blockchain developer (independent contractor) who will help us advance exciting projects with some of the world’s top companies. The ideal developer has strong experience developing and implementing Blockchain platforms or services. By joining Toptal, you will have the opportunity to choose from great projects that vary from creating and developing smart contracts to developing decentralized applications (DApps) within Hyperledger and more.

Requirements
3+ years of professional experience in software development
Experience with Smart Contracts, Hyperledger and/or Web3 is a strong advantage
Experience with creating non-fungible tokens is a plus
Project management skills
Experience with system architecture or leading a software team is a strong advantage
Full-time availability is a strong advantage
If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.

#RemoteJobBlockchain"
Senior DevOps Engineer,Think-it,"Tunis, Tunisia",April,2022,"Hi! We’re so happy that you’re here.
Think-it is a software engineering collective on a mission to unlock human potential through sustainable use of technology. Our high-performance, low-carbon solutions help innovative teams around the world lower costs, democratize data, and reach net-zero faster.
With a focus on digital transformation, smart infrastructure, and the UN SDGs, we tackle meaningful problems that can only be solved with future-proof technology. Our team includes experts in Full Stack Engineering, Machine Learning, and DevOps and Cloud.
Founded in 2017, Think-it is home to a diverse community of changemakers — we represent 8+ nationalities, and 40% of us are women. We’re proud to be backed by mission-aligned partners, and our goals are people- and planet-centric.

Job Description
The Challenge
We believe that technology is most powerful when it's used to build real solutions to the ways we live, move, eat, and work on this planet. Our cross-discipline teams tackle big and diverse challenges with partners around the world, and no two projects are alike - and as a certified AWS partner we're proactively building cloud-based data infrastructures and cloud-native applications that scale and serve millions of users around the globe.
In 2021 we want to strengthen our expertise across cloud management and automation, Containers and Serverless and other use cases and build the strongest DevOps team across the African continent and we'd love you to drive that chapter with us.
We’re looking for a DevOps Engineer with 3+ years of experience working within the AWS ecosystem, designing, implementing and monitoring cloud infrastructure as well as building CI/CD pipelines and anything it takes to solve problems and delight users both internally and externally for our partner projects.

80%: Your key responsibilities
Build complex cloud-native architectures and solutions that are reliable, performant and scalable and satisfy user requirements and objectives.
Monitor and optimize infrastructure management with Infrastructure as Code
Design and implement CI/CD pipelines to support collaboration between different teams
Build technical documentation for partner projects, and contribute to Think-it's internal knowledge and code bases
Support our social impact learning programs and internal Learning & Development by coaching up-and-coming engineers on your areas of expertise
Mentor and support junior full stack engineers in their partner projects, learning goals, and performance assessment processes
20%: Up to you! What are you passionate about? What do you want to learn, and where else would you like to contribute?

Qualifications
What we’re looking for
5+ years of experience as a Software Engineer, including experience designing and implementing complex application architectures with reliability, high-availability, performance, and scalability
3+ years of experience in DevOps and Cloud, including relevant experience working within the AWS ecosystem, especially around Infrastructure-as-Code, Lambdas etc.
Professional proficiency in either Python or Go (or the willingness to learn it quickly)
Experience in Kubernetes and Docker or other container platforms
Experience in debugging, testing, and problem-solving skills
Experience with Agile Software Development Techniques and Tools, TDD, and pair programming
Professional written and verbal fluency in English
Who you are
You are self-motivated. You take initiative, are naturally curious, and can learn new things quickly while continuing to deliver value on the job.
You are a shipper. You respect deadlines, accomplish your work autonomously, and have experience setting a positive example for self-management to your team members.
You are people-centric. You have the ability to thrive in a collaborative environment involving different stakeholders and subject matter experts, and enjoy helping others grow.
You are embracing a DevOps mindset and want to bring this to our partners and the tech community in Tunis.

It would be great if you also have:
B.Sc or M.Sc in Computer Science or similar technical discipline
Experience organizing workshops, bootcamps, developer groups, or forums
Experience working with other cloud services providers (GCP or Azure)
Experience coaching junior developers in a structured or unstructured setting
Experience working with international and/or distributed teams in a fast-paced environment
Experience with data visualization and mapping
Professional proficiency in additional languages like French and Tunisian Arabic

Additional information
What we offer you
Competitive monthly salary
Autonomous and remote-friendly workplace culture
Globally conscious culture invested in the ethical use of technology to solve real problems
Free weekly team lunches
Team activities, retreats, and reflections
Peer-to-peer learning and development
A lifetime community of like-minded changemakers

Think-it is committed to Equal Employment Opportunity regardless of race, color, national origin, gender, sexual orientation, age, religion, veteran status, disability, history of disability, or perceived disability.

QUICK TIP: Make sure to send us your CV in ENGLISH.
No need for a cover letter. 🙂"
Freelance Blockchain Developer,Toptal,"Sousse Governorate, Tunisia",May,2022,"About The Job

Toptal freelancers work with speed and efficiency to deliver the highest quality of work. We are looking for someone who is passionate about generating impact, and ready to work on challenging projects with the world’s top companies, with great rates and zero hassles. If you are looking for a place to advance your career, enhance your skill set, and build connections around the globe, Toptal is right for you.

About Toptal

Toptal is one of the fastest-growing fully remote networks and empowers freelance software developers, designers, finance experts, product managers, and project managers worldwide to grow and excel in their freelance careers.

Toptal clients vary in sizes and industries, from enterprise organizations and big tech companies to Silicon Valley startups and renowned universities. Once you enter the network, our matchers will contact you with project opportunities that fit your expertise and preferences. We have experts in over 120 countries who get to work remotely on projects that meet their career ambitions.

About The Role

We are looking for a freelance Blockchain developer (independent contractor) who will help us advance exciting projects with some of the world’s top companies. The ideal developer has strong experience developing and implementing Blockchain platforms or services. By joining Toptal, you will have the opportunity to choose from great projects that vary from creating and developing smart contracts to developing decentralized applications (DApps) within Hyperledger and more.

Requirements
3+ years of professional experience in software development
Experience with Smart Contracts, Hyperledger and/or Web3 is a strong advantage
Experience with creating non-fungible tokens is a plus
Project management skills
Experience with system architecture or leading a software team is a strong advantage
Full-time availability is a strong advantage
If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.

#RemoteJobBlockchain"
Full Stack Java Developer - Senior,ADP,"Tunis, Tunis, Tunisia",May,2022,"ADP Is hiring a Full Stack Developer

As the Full Stack Developer, part of our Global Product Technology organization, you will have a daily life guided by authenticity, passion, and innovation.

You will build the future of our Global Identity and Access Management solution and joining a worldwide Team of experts. Share your vision and participate to one of our most innovative products that deliver robust, safe and user-friendly solution to manage accesses globally.

We are addressing concrete use case and are promoting ideas to increase effectives of our product (Message Brokers, Machine Learning and much more, ...).

Want to learn, progress, share and implement your ideas within a worldwide team ? Join us !

What You'll Do

Here's what you can expect on a typical day in the life of a full stack developer at ADP
Coding
Learning
Spike with architect, team member to defines best approach to implement features.
Test and work on testing scenarios.
Participate to UX sessions.
Agile sessions -- backlog grooming, sprint planning.
Increase your knowledge with common session with other developers.
Spotlight your concrete idea or realization to present to stakeholders
Skills

Because technologies count, your skills will grow with us and because we will be better thanks to you, here are technologies we are using
Languages : Java, Groovy, API Rest, SQL , Angular, Powershell
Tools/Softs : Eclipse, Git, Jenkins, Maven, Apache, Tomcat, LDAP, Directory knowledge (AD,LDAP), Hibernate Framework, Spring, RabbitMQ, Activitii engine, Oracle DB
We don't expect you to come with all this, the force of our team is the diversity of knowledge and our ability to progress together.

You'll Love Working Here Because You Can

Enjoy Technologies: ADP is promoting new technologies and you will love work with the latest ones.

Work with experts: you will be surrounded by Teams of Experts who will help you in your journey at ADP. You will be also helping them with your expertise.

Act as an owner & doer. Mission-driven and committed to navigating change, you will be encouraged to take on any challenge and solve complex problems. No tasks are beneath or too great for us. We are hands-on and willing to master our craft.

Challenges: you will be challenges to learn, progress, and improve with our CICD approach.

Safe place to work: AD put in place everything possible to keep our associates safe for a return to our physical locations, remote work possibilities, our actions to support our clients during the pandemic, or the impactful changes we've made to our products as a result of it. https://tech.adp.com/covid19/

Like what you see? Apply now!

Explore our COVID-19 page https://tech.adp.com/covid19/ to understand how ADP is approaching safety, travel, the hiring interview process, and more.

Diversity, Equity, Inclusion & Equal Employment Opportunity at ADP: ADP affirms that inequality is detrimental to our associates, our clients, and the communities we serve. Our goal is to impact lasting change through our actions. Together, we unite for equality and equity. ADP is committed to equal employment opportunities regardless of any protected characteristic, including race, color, genetic information, creed, national origin, religion, sex, affectional or sexual orientation, gender identity or expression, lawful alien status, ancestry, age, marital status, or protected veteran status and will not discriminate against anyone on the basis of a disability. We support an inclusive workplace where associates excel based on personal merit, qualifications, experience, ability, and job performance.

Ethics at ADP: ADP has a long, proud history of conducting business with the highest ethical standards and full compliance with all applicable laws. We also expect our people to uphold our values with the highest level of integrity and behave in a manner that fosters an honest and respectful workplace. Click https://jobs.adp.com/life-at-adp/ to learn more about ADP’s culture and our full set of values."
Lead Generation Senior Manager,SESAMm,"Tunis, Tunis, Tunisia",April,2022,"Who are we ?

SESAMm (www.sesamm.com) extracts behavioral insights from millions of unstructured text data sources across the public internet in over 100 languages, helping clients distill valuable intelligence on businesses and their customers to make investment decisions and manage risk.

We work with many well-known firms around the world in private equity, investment banking, insurance, and asset management to apply Natural Language Processing and Artificial Intelligence algorithms to track e-reputation, competitive positioning, sentiment analysis, risk and ESG factors.

SESAMm is growing quickly, with over 90 team members around the globe and offices in Paris, New York, London, Metz, Tunis, and Tokyo.

Key technologies: Alternative Data, Natural Language Processing, Machine Learning and Quantitative Analysis.

Are you looking for a new challenge? Do you dream of joining a growing company, proposing new ideas, and taking part in innovative processes?

At SESAMm, everyone brings their ideas, skills, and creativity. We value collaboration, support and teamwork. We learn every day from the experience of this great team and we constantly take up new challenges. We are proud of the work accomplished and to participate in the success of this great adventure!

The Lead Generation Senior Manager Role

SESAMm is looking for a Lead Generation Senior Manager, who will report to the Chief Marketing Officer. Our marketing team is at a stage of rapid growth; by joining early, you'll be a part of helping us build our core growth levers for the business. We are a numbers-oriented team with visibility into how we're performing at any point in time.

As the Lead Generation Manager focused on demand generation and lead nurturing, you'll be responsible for identifying, executing, and measuring digital marketing opportunities that enable us to connect and engage with our core ICP, growing top of funnel activity. In addition, you'll orchestrate and execute Accounts Based Marketing campaigns, partnering with SESAMm's Sales team. Creating compelling and targeted email nurturing efforts will facilitate prospect movement through a buyer's journey via educational content and persuasive product offers, handing them to sales as they're ready. You will have clear MQL and SQL targets.

Key Activities
Develop and execute multi-channel demand generation and ABM campaigns to drive qualified leads and sales pipeline through content marketing, direct mail, webinars, co-marketing, field events, paid media, social, email, etc.
Strategize and execute multi-channel demand generation campaigns that drive key business metrics (MQLs, SQLs, Opportunities) at different stages of the sales cycle
Be a subject matter expert and trusted partner in building account journeys and programmatic ABM experiences.
Collaborating with product marketing and content teams to develop personalized messaging to engage security and developer buyers based on account intent, vertical, use case, and persona
High-quality execution of digital marketing campaigns
Weekly/monthly/quarterly performance reporting on-demand generation campaigns and lead-nurturing effectiveness against stated goals
Budget management and reconciliation
Creation of digital assets (emails and landing pages) in HubSpot required to support campaigns.
Configuring and setting up tracking in HubSpot to measure campaign results (with support from marketing operations)
Communicating plans, expectations, and results to senior marketing leadership

Experience

Desired Background and Skills
5-7 years of experience in growth marketing, minimum of three years in B2B (in SaaS preferably)
Have 5+ years of experience managing enterprise B2B technology marketing programs, with a focus on the customer, demand, campaigns, or ABM strategies
Experience executing programs across all stages of a B2B funnel
Experience effectively partnering with content and product marketing to identify the right offers that will convert into various channels.
Experience managing a budget and presenting marketing plans and results
Experience in optimizing digital assets, A/B testing, and setting up and optimizing Google AdWords campaigns

Skills
A deep understanding of digital marketing strategies and tactics, including webinars, email marketing, social advertising, nurturing & remarketing, etc
Strong written and verbal communication skills
An understanding of optimizing and measuring digital marketing activities
Demonstrable empathy and understanding of how to best work with our partners in sales
Collaborate with marketing operations to build the strategy for the optimization of the SESAMm website and the digital footprint across all channels to enhance traffic, conversion, and leads
Manage Paid search campaigns optimization and strategy in collaboration with Marketing team members
Expertise in Google Adwords, Google Analytics, Search Console, Tag Manager, and social media advertising (e.g., Facebook, LinkedIn)

Nice to have
HubSpot Inbound Certification
Physical Event Management Experience
Content Marketing Experience
Customer Marketing Experience
SaaS experience

Benefits Of Working At SESAMm

Flexibility: Team members can work remotely up to 4 days a week and have the opportunity to work with colleagues around the world.

Work environment: SESAMm is multicultural, with technology, sales, and management teams in the US, France, and Tunisia making important contributions to the company's growth.

Career development: SESAMm is growing quickly, which means the opportunities for your own growth are continually expanding, and that you can shape the company's culture and evolution.

Professional evolution: SESAMm values training and knowledge-sharing. We organize internally and externally led training sessions and pay for access to educational platforms.

Transparency: You will be kept apprised of the company's continuing evolution and performance through monthly ""Ask Me Anything"" meetings, frequent business/finance updates, and strategy-sharing discussions.

Well-being: Building a good culture is key to building a good business at SESAMm. We focus on being a learning organization that values and supports teamwork, thoughtfulness, and work/life balance.

Job Specifics
Location: Tunis
Duration: Permanent contract
Type of contract: Full time
Start Date: As soon as possible"
